date,CH4,CO,NO2,SO2
2025-10-08,,0.0365306660532951,,
2025-10-09,,0.0405419468879699,0.0001481005310779,-0.0002176901325583
2025-10-10,1905.0006103515625,0.0370743721723556,0.0001083911120076,0.0001435211452189
2025-10-11,,0.0325922705233097,,0.0002609776274766
2025-10-12,,0.0281156860291957,,
2025-10-13,,,-1.0082445669468143e-06,
2025-10-14,,0.0295352116227149,7.601347897434607e-05,-5.600577424047515e-05
2025-10-15,,,,
2025-10-16,,0.0294616669416427,4.2828316509258e-05,-0.0001317592104896
2025-10-17,,0.0295738391578197,2.072183087875601e-05,-2.7106700144940987e-05
2025-10-18,,,,-0.0001016831374727
2025-10-19,,0.0332279428839683,7.582618854939938e-05,-0.0002357863559154
2025-10-20,,,,
2025-10-21,,,,
2025-10-22,,,,
2025-10-23,,,,
2025-10-24,,,,
2025-10-25,,,,
2025-10-26,,0.0321501903235912,0.0002964217565022,-5.2686023991554976e-05
2025-10-27,,,,
2025-10-28,,,,0.0002756458125077
2025-10-29,,,,
2025-10-30,,,,
2025-10-31,,,,
2025-11-01,,,,
2025-11-02,,,,
2025-11-03,,,,
2025-11-04,,,,
2025-11-05,,0.0282913763076066,,
2025-11-06,,,,
2025-11-07,,0.0278538390994071,7.826484943507239e-05,0.0003254238981753
2025-11-08,,,,
2025-11-09,,,,
2025-11-10,,,,
2025-11-11,,0.0273275263607502,,
2025-11-12,,,,
2025-11-13,,,,
2025-11-14,,,,
2025-11-15,,,,
2025-11-16,,,,
2025-11-17,,,,
2025-11-18,,,,0.0003996325249318
2025-11-19,,,,
2025-11-20,,,7.369881495833397e-05,-0.0001610019680811
2025-11-21,,0.0283310357481241,,
2025-11-22,,0.0314629450440406,6.987080996623263e-05,0.0001064677780959
2025-11-23,,0.0227892100811004,,0.0001761684688972
2025-11-24,,,,0.0003498008300084
2025-11-25,,0.0299449358135461,4.8074776714202017e-05,-6.630927964579314e-05
2025-11-26,,,,0.000117148127174
2025-11-27,,,,
2025-11-28,,,,
2025-11-29,,0.0317065045237541,,0.0001089670113287
2025-11-30,,,,
2025-12-01,,0.0340835303068161,,
2025-12-02,,0.0270254239439964,,
2025-12-03,,0.0256563927978277,8.074289507931098e-05,0.0002986306790262
2025-12-04,,,,
2025-12-05,,,9.220441279467197e-05,-0.0004223906435072
2025-12-06,,,,
2025-12-07,,0.0326902233064174,,
2025-12-08,,0.0295860189944505,,
2025-12-09,,,,
2025-12-10,,0.0331808887422084,,-0.0001720845029922
2025-12-11,,,4.549102595774457e-05,0.0003694123297464
2025-12-12,,0.033088881522417,4.892598371952772e-05,0.0001541939709568
2025-12-13,,0.0305946189910173,,
2025-12-14,,,,
2025-12-15,,0.0275811776518821,6.349884642986581e-05,0.0003219745121896
2025-12-16,,,,
2025-12-17,,0.0283499155193567,4.204066499369219e-05,-5.6716813560342416e-05
2025-12-18,,,,
2025-12-19,,,,
2025-12-20,,,,
2025-12-21,,0.023295409977436,,
2025-12-22,,,3.848552296403796e-05,6.579222826985642e-05
2025-12-23,,0.0303539559245109,,
2025-12-24,,,3.391308200662024e-05,0.0003838497214019
2025-12-25,,0.0302115008234977,,0.0005020344397053
2025-12-26,,,,
2025-12-27,,,,
2025-12-28,,,,0.0005962654249742
2025-12-29,,0.0266479942947626,0.000182445772225,0.0006890465156175
2025-12-30,,,,
2025-12-31,,,,
2026-01-01,,,,
2026-01-02,,,,
2026-01-03,,0.0271243844181299,,
2026-01-04,,,,0.0001917484041769
2026-01-05,,,,
2026-01-06,,,,-0.0005460108513943
2026-01-07,,,,
2026-01-08,,0.030165521427989,7.119536167010665e-05,0.000412445544498
2026-01-09,,,,
2026-01-10,,,,
2026-01-11,,,,
2026-01-12,,,,
2026-01-13,,,,
2026-01-14,,0.0246589872986078,,
2026-01-15,,,,
2026-01-16,,,,
2026-01-17,,,,
2026-01-18,,,,
2026-01-19,,0.0286986827850341,5.6531542213633657e-05,5.31353143742308e-05
2026-01-20,,0.0245668813586235,,
2026-01-21,,0.0265142004936933,,
2026-01-22,,,,
2026-01-23,,,,
2026-01-24,,0.0284068156033754,2.0169327399344184e-05,0.0003566386585589
2026-01-25,,,,
2026-01-26,,,,
2026-01-27,,,,
2026-01-28,,,,
2026-01-29,,0.0299792475998401,3.505267886794172e-05,-0.0001134179328801
2026-01-30,,,,
2026-01-31,,0.0290717296302318,,
2026-02-01,,,,
2026-02-02,,0.0332155339419841,5.815167605760507e-05,0.0001017593895085
2026-02-03,,0.0295811910182237,3.59686637239065e-05,0.0002559984859544
2026-02-04,,0.0305119063705205,,
2026-02-05,,,,
2026-02-06,,0.0311947837471961,,1.7734815628500655e-05
2026-02-07,,,,
2026-02-08,,,,
2026-02-09,,,,
2026-02-10,,,,
2026-02-11,,,,
2026-02-12,,,,
2026-02-13,,,,
2026-02-14,,0.0269889645278453,,
2026-02-15,,0.0321491211652755,6.756469520041719e-05,0.0002541710855439
2026-02-16,,,,-0.0003057244466617
2026-02-17,,,,0.0002108088519889
2026-02-18,,,,
2026-02-19,,,,
2026-02-20,,,,
2026-02-21,,,,
2026-02-22,,,,
2026-02-23,,,,
2026-02-24,,,,
2026-02-25,,,,
2026-02-26,,,,
2026-02-27,,,7.00329037499614e-05,-0.0002851884928531
2026-02-28,,0.0270984284579753,6.622767978115007e-05,0.0005320048658177
2026-03-01,,,,
2026-03-02,,,,
2026-03-03,,0.0256305448710918,,
2026-03-04,,,4.299584907130338e-05,-7.996983913471922e-05
2026-03-05,,0.0259643830358982,,-0.0005097843240946
2026-03-06,,,,
2026-03-07,,0.0249710995703935,,
2026-03-08,,0.0274899248033761,,1.0296977052348666e-05
2026-03-09,,0.0327708423137664,,
2026-03-10,,0.0332544445991516,,
2026-03-11,,,,-7.058533083181828e-05
2026-03-12,,0.028197368606925,3.095185093116015e-05,0.0001787418877938
2026-03-13,,0.0274016056209802,5.818273712066002e-05,-3.593293149606325e-05
2026-03-14,,0.0304553378373384,6.34712923783809e-05,-0.0001531882153358
2026-03-15,,0.0324209593236446,5.4520609410246834e-05,0.0002484531723894
2026-03-16,,0.0288747642189264,0.0001055628235917,-0.0002531922946218
2026-03-17,,,3.818876575678587e-05,7.991459278855473e-05
2026-03-18,,0.0281095001846551,0.0001074012689059,0.0003147126408293
2026-03-19,,0.0210837982594966,,
2026-03-20,,,,
2026-03-21,,,,
2026-03-22,,,,
2026-03-23,,0.0277178343385458,1.57779359142296e-05,0.0002522972645238
2026-03-24,,,,-9.147816308541223e-05
2026-03-25,,,,
2026-03-26,,0.0296491533517837,,
2026-03-27,,0.0292399134486913,7.888815889600664e-05,0.0001942218514159
2026-03-28,,,,
2026-03-29,,0.0266098957508802,0.0001337036374025,0.0002989476197399
2026-03-30,,,,
2026-03-31,,,,
2026-04-01,,,4.9313806812278926e-05,-0.0001247861800948
2026-04-02,,0.0303632598370313,4.348375659901649e-05,0.0001809117093216
2026-04-03,,0.026098484173417,2.994448550452944e-05,6.629968265770003e-05
2026-04-04,,,,
2026-04-05,,0.0274246484041214,6.945020140847191e-05,5.0743474275805056e-05
2026-04-06,,,,-0.0002184937620768
2026-04-07,,,4.9337737436871976e-05,9.645074169384316e-05
2026-04-08,,0.0287244506180286,,0.0002759112394414
2026-04-09,,,,-0.0001280958676943
2026-04-10,,,,
2026-04-11,,,,0.0001913524320116
2026-04-12,,,,7.85741358413361e-05
2026-04-13,,0.022294208407402,2.557633524702396e-05,0.0001449314440833
2026-04-14,,0.0239608436822891,4.497260670177639e-05,-0.0001094401231966
2026-04-15,,0.027206428349018,7.274801464518532e-05,8.433625771431252e-05
2026-04-16,,,5.088327088742517e-05,-0.000144544057548
2026-04-17,,0.0260137487202882,3.86532956326846e-05,1.8668431948754005e-05
2026-04-18,,0.0308454819023609,,0.0005045793950557
2026-04-19,,0.0291711073368787,,
2026-04-20,,0.0284221805632114,0.0001077658380381,2.885331559809856e-05
2026-04-21,,0.0269206259399652,,
2026-04-22,,,,
2026-04-23,,,7.646748417755589e-05,0.0007726051262579
2026-04-24,,,,
2026-04-25,,0.0290910247713327,9.636508184485136e-05,-9.03658292372711e-05
2026-04-26,,0.0113314557820558,0.0001501580991316,0.0001977274514501
2026-04-27,,,,
2026-04-28,,,,
2026-04-29,,,,
2026-04-30,,,,
2026-05-01,,0.0258841086179018,6.08022601227276e-05,8.405186235904694e-05
2026-05-02,,,,
2026-05-03,,0.0229419339448213,4.332737807999365e-05,-7.54167340346612e-05
2026-05-04,,,5.418515866040252e-05,-7.296933472389355e-05
2026-05-05,,0.024784030392766,9.002573642646894e-05,
2026-05-06,1888.59521484375,0.02635333314538,4.471744614420459e-05,8.341995271621272e-05
2026-05-07,,0.0342432223260402,4.714789611171e-05,3.2233881938736886e-05
2026-05-08,1887.76708984375,0.0261873379349708,2.7594756829785183e-05,-7.46663790778257e-05
2026-05-09,,,,
2026-05-10,,0.0296415463089942,5.940219853073359e-05,8.43381931190379e-05
2026-05-11,,0.0260551869869232,0.0001026176323648,-0.0001287995110033
2026-05-12,1860.441650390625,0.0288765206933021,7.011195702943951e-05,0.0004355096607469
2026-05-13,,,7.937606278574094e-05,0.0005733207799494
2026-05-14,,0.0220129787921905,4.448998879524879e-05,0.0005028123850934
2026-05-15,,0.026843162253499,,0.0001296158879995
2026-05-16,,,0.0001724382454995,8.453505870420486e-06
2026-05-17,,0.0278821382671594,,
2026-05-18,,,0.0001137065264629,0.0003931517421733
2026-05-19,,0.0284669399261474,,2.273641985084396e-05
2026-05-20,,0.0309553518891334,5.515673910849728e-05,7.542404637206346e-05
2026-05-21,,0.0254710298031568,,
2026-05-22,,,,0.0002053221251117
2026-05-23,,0.0340323746204376,0.00024388449674,0.0005422253161668
2026-05-24,,0.0351073145866394,,
2026-05-25,,0.0308643002063035,,
2026-05-26,,0.0316306315362453,0.0002440018142806,0.0006246592965908
2026-05-27,,0.0304556600749492,,-5.977515684207901e-05
2026-05-28,,0.0246474873274564,,
2026-05-29,,0.0332271791994571,,0.0003822788130491
2026-05-30,,0.0276815500110387,,
2026-05-31,1890.2821044921875,0.0288276877254247,4.587704825098626e-05,7.566215208498761e-05
2026-06-01,,0.0273568406701087,6.284859409788623e-05,0.0001521834055893
2026-06-02,,0.0331710502505302,0.0001239730918314,0.000353689683834
2026-06-03,,,6.190221756696701e-05,0.0003108976234216
2026-06-04,,0.0328666195273399,4.280763823771849e-05,0.0001203608990181
2026-06-05,,0.0275482907891273,8.17657055449672e-05,2.24388004426146e-05
2026-06-06,,0.0217575635761022,5.5014850659063086e-05,-3.7905767385382205e-05
2026-06-07,1865.6341552734373,0.0266515146940946,7.393363921437413e-05,0.0001319407747359
2026-06-08,1903.6759033203125,0.0241242460906505,6.969757669139653e-05,-5.32200065208599e-05
2026-06-09,1887.1268310546875,0.0337785221636295,0.0001048271078616,0.0002655596181284
2026-06-10,,0.0329880118370056,0.0001067249395418,0.0008577659609727
2026-06-11,1909.2747802734373,0.0321947298943996,8.131810318445787e-05,-0.0001236003590747
2026-06-12,,,,
2026-06-13,,,,
2026-06-14,,,4.133486436330713e-05,0.0001573082408867
2026-06-15,,0.0290677864104509,6.208594277268276e-05,0.0007389564998447
2026-06-16,,0.0265788231045007,5.325774327502586e-05,-0.0006166346138343
2026-06-17,,0.0279115829616785,6.964773638173938e-05,-0.0001409053656971
2026-06-18,1923.13134765625,0.0274951457977294,8.43626621644944e-05,5.263314960757271e-05
2026-06-19,1887.6729736328125,0.0308034121990203,6.179526099003851e-05,0.0007368910592049
2026-06-20,,0.0335835292935371,2.619812221382745e-05,-0.000161871445016
2026-06-21,,0.0290806554257869,4.941373845213093e-05,-0.0001278072159038
2026-06-22,,0.0255302749574184,4.142125180806033e-05,-0.0001427223614882
2026-06-23,1884.319580078125,0.0311086233705282,,0.0001714540412649
2026-06-24,,0.0230365693569183,3.915127308573574e-05,0.0001646992168389
2026-06-25,,0.0263764914125204,7.004167855484411e-05,0.0001303380558965
2026-06-26,,0.0252808928489685,4.379775054985657e-05,-0.0001324514159932
2026-06-27,,,6.082012259867042e-05,-0.0002978654811158
2026-06-28,1914.169921875,0.0284444708377122,5.174425314180553e-05,0.0008229949162341
2026-06-29,1911.4600830078125,0.0193852093070745,8.357338811038062e-05,-8.842354145599529e-05
2026-06-30,1911.16748046875,,5.256696022115648e-05,-0.0003951809485442
2026-07-01,,0.0318683125078678,0.0001089685247279,-0.0010286720935255
2026-07-02,,0.0271630436182022,5.0296552217332646e-05,0.0006229507853277
2026-07-03,1904.1488037109373,0.0256202574819326,7.093260501278564e-05,0.0001589445455465
2026-07-04,1910.8740234375,0.0245973449200391,7.246718450915068e-05,0.0005739874322898
2026-07-05,1885.61474609375,,2.888091694330797e-05,-0.0002301605272805
2026-07-06,,0.0323187597095966,2.7596137442742474e-05,
2026-07-07,,0.0320109613239765,6.110670074122027e-05,0.0002585277252364
2026-07-08,,0.0257071256637573,5.631085150525905e-05,0.0007655071676708
2026-07-09,1895.632080078125,0.0287140551954507,8.355249156011268e-05,0.0001260910503333
2026-07-10,1897.8680419921875,0.0269421860575675,7.25596837582998e-05,-0.0003591581771615
2026-07-11,,,,0.0004627836751751
2026-07-12,,0.0305448248982429,5.85784982831683e-05,0.000555767561309
2026-07-13,,0.0335903838276863,4.911161886411719e-05,0.0001158544328063
2026-07-14,,0.0308570154011249,6.2196260842029e-05,7.314988761208951e-05
2026-07-15,,0.0246313586831092,6.43886232865043e-05,0.0005463673151098
2026-07-16,,0.0250487904995679,7.699553680140525e-05,-0.0002177560090785
2026-07-17,,0.0271784532815217,5.033978595747613e-05,0.0007362326141446
2026-07-18,,0.0307617988437414,9.887278429232538e-05,-8.128592162393034e-05
2026-07-19,,0.0292303431779146,0.0001288225466851,0.0004463043296709
2026-07-20,,0.02955405972898,6.477921851910651e-05,-0.0001178376478492
2026-07-21,,0.0304852630943059,0.0001105854898924,-5.5605476518394426e-05
2026-07-22,,0.0369867011904716,9.146276715910062e-05,2.911841875175014e-05
2026-07-23,,0.0376965887844562,0.0001308106729993,6.783675053156912e-05
2026-07-24,,0.0308084823191165,7.715345418546349e-05,0.0008535666274838
2026-07-25,1899.917236328125,0.0269742645323276,7.423919305438176e-05,0.0002763269294518
2026-07-26,1887.519287109375,0.0280641950666904,4.364562846603803e-05,2.492960447852965e-05
2026-07-27,,,,-2.229703386547044e-05
2026-07-28,,0.0319150052964687,2.2071355488151312e-05,0.0003669931320473
2026-07-29,,0.0366813279688358,5.859096927451901e-05,0.0002373232273384
2026-07-30,,0.0362262241542339,7.246246241265908e-05,6.781465344829485e-05
2026-07-31,1874.829833984375,0.0330349653959274,4.536885171546601e-05,0.0004414686700329
2026-08-01,,0.0277671944350004,4.707679909188301e-05,-7.683886360609904e-05
2026-08-02,,0.030729703605175,2.343819869565777e-05,-5.6739256251603365e-05
2026-08-03,,0.0225570686161518,3.966088479501195e-05,0.0003706239804159
2026-08-04,,0.0313040949404239,5.709422839572653e-05,0.0002389380970271
2026-08-05,1892.212646484375,0.0265921577811241,4.416175943333656e-05,0.000221181238885
2026-08-06,,,4.459579577087425e-05,0.0002828847209457
2026-08-07,,0.0290848389267921,3.70123416360002e-05,0.0003908693033736
2026-08-08,,0.0305512398481369,3.735706559382379e-05,0.000163025339134
2026-08-09,,0.0254870895296335,6.34452371741645e-05,-0.0002393756440142
2026-08-10,,0.0422155112028121,0.0002507462049834,-1.6139842045959085e-05
2026-08-11,,0.0298533774912357,0.0001034011147567,0.0005257183220237
2026-08-12,,0.0261958520859479,3.136722807539627e-05,0.0002413369074929
2026-08-13,,0.0296855755150318,0.0001102747919503,-0.000424343830673
2026-08-14,,0.0375175811350345,7.325778278755024e-05,-0.0002991301298607
2026-08-15,1862.400634765625,0.0371720194816589,0.000125496982946,6.0709920944646e-05
2026-08-16,1906.46923828125,0.0229569710791111,5.6606833823025227e-05,0.0003293780318927
2026-08-17,1906.2322998046875,0.0298473071306943,4.012728095403872e-05,-0.0003389080520719
2026-08-18,,0.0294964741915464,3.436161205172539e-05,-6.1159094912e-05
2026-08-19,,0.0240643490105867,3.35477598127909e-05,0.000824071583338
2026-08-20,1903.0875244140625,0.0265322625637054,8.511960186297074e-05,0.0001281699805986
2026-08-21,1899.6080322265625,0.0258508995175361,5.340942516340874e-05,7.891561836004257e-05
2026-08-22,,,5.501127816387452e-05,0.000591624120716
2026-08-23,,0.0317921712994575,4.352751057012938e-05,0.0003942632174585
2026-08-24,,,,
