date,CH4,CO,NO2,SO2
2025-12-15,,,2.5646246285759844e-05,-8.962632273323834e-05
2025-12-16,,,,
2025-12-17,,0.0268553225323557,7.78799341105696e-06,0.000157540449436
2025-12-18,,,,
2025-12-19,,,,
2025-12-20,,,,
2025-12-21,,,3.811298211076064e-05,0.0003291399771114
2025-12-22,,,2.858182051568292e-05,0.0001715039452392
2025-12-23,,0.0302933286875486,1.819806311686989e-05,0.0001797455188352
2025-12-24,,0.0283041130751371,,0.0002576839615358
2025-12-25,,0.0333052389323711,1.985265907933353e-05,3.874264075420797e-05
2025-12-26,,,,-0.0002542772563174
2025-12-27,,,,
2025-12-28,,,2.281565230077831e-05,0.0003029266517842
2025-12-29,,0.0261980425566434,2.6544400498096365e-05,0.0006340193067444
2025-12-30,,,,
2025-12-31,,,,9.016312105813997e-06
2026-01-01,,,,
2026-01-02,,,,
2026-01-03,,0.0273624900728464,,
2026-01-04,,,,3.3748434361768886e-05
2026-01-05,,,,
2026-01-06,,,,-0.0002244906645501
2026-01-07,,,,
2026-01-08,,,1.950079695234308e-05,5.356597102945671e-05
2026-01-09,,,5.467668233904988e-05,-5.295629853208084e-05
2026-01-10,,,,
2026-01-11,,,,
2026-01-12,,,,
2026-01-13,,,,
2026-01-14,,,,-7.469056436093524e-05
2026-01-15,,,,
2026-01-16,,,,
2026-01-17,,,,
2026-01-18,,,,
2026-01-19,,0.0298720886930823,,
2026-01-20,,,,
2026-01-21,,0.0232670214027166,,
2026-01-22,,,,
2026-01-23,,,,
2026-01-24,,,1.611636434972752e-05,-0.0001755424236762
2026-01-25,,0.0323699964210391,2.3844425413699355e-05,0.0001606373443792
2026-01-26,,,,
2026-01-27,,,,
2026-01-28,,,,
2026-01-29,,0.0268322639167308,1.3306474102137145e-05,-1.661975784372771e-05
2026-01-30,,0.0309841847047209,1.010177129501244e-05,0.0001493193376518
2026-01-31,,0.0300982166081666,4.094266842002981e-05,2.950266753032338e-05
2026-02-01,,0.0358776226639747,,-4.676738717535045e-05
2026-02-02,,0.0334665700793266,,-0.0002300660853506
2026-02-03,,0.0350908301770687,1.7333871255686972e-05,3.0013624950697704e-05
2026-02-04,,0.0305193550884723,2.273642348882277e-05,5.888183295610361e-05
2026-02-05,,,,
2026-02-06,,0.0307379085570573,,
2026-02-07,,,,
2026-02-08,,,,
2026-02-09,,,,
2026-02-10,,,,0.0002633229014463
2026-02-11,,,,
2026-02-12,,0.0306758377701044,,0.0001599172828719
2026-02-13,,,,
2026-02-14,,,,
2026-02-15,,0.0303588658571243,1.9782337403739803e-05,0.0001597259906702
2026-02-16,,,,
2026-02-17,,,,-0.0001533110771561
2026-02-18,,,,
2026-02-19,,,,
2026-02-20,,,,
2026-02-21,,,,
2026-02-22,,,,
2026-02-23,,,,
2026-02-24,,,,
2026-02-25,,,,
2026-02-26,,,,
2026-02-27,,0.0257135760039091,2.9396862373687327e-05,2.508822944946587e-07
2026-02-28,,,,0.0003104207426076
2026-03-01,,,,0.0001606437617738
2026-03-02,,,,
2026-03-03,,,,
2026-03-04,,,,-0.0001208221219712
2026-03-05,,0.0296121211722493,,5.870731911272742e-05
2026-03-06,,,,5.570927169173956e-05
2026-03-07,,0.0282185915857553,,
2026-03-08,,0.0265503469854593,,
2026-03-09,,0.0355467051267623,2.695027978916187e-05,-0.0002145537146134
2026-03-10,,,3.1909132303553633e-05,0.000270678945526
2026-03-11,,,3.071738410653779e-05,-0.0002546517498558
2026-03-12,,0.0306013207882642,1.3516908438759856e-05,-1.900800634757616e-05
2026-03-13,,0.0348505973815918,1.042076382873347e-05,8.50266769703012e-05
2026-03-14,,0.029612585902214,2.652772491273936e-05,-0.0001509496742073
2026-03-15,,0.0298112239688634,,-1.8560853277449496e-05
2026-03-16,,0.0300859604030847,1.942792096087942e-05,3.398367243789835e-05
2026-03-17,,,2.900043728004676e-05,0.0001759239967213
2026-03-18,,0.0257538706064224,3.2793723221402615e-05,0.0001738346400088
2026-03-19,,0.0223160814493894,2.851552017091308e-05,0.0004785950586665
2026-03-20,,,,
2026-03-21,,,,
2026-03-22,,,,
2026-03-23,,0.0289335511624813,2.47669577220222e-05,2.3663472802581964e-05
2026-03-24,,,2.534144095989177e-05,-1.908208923850907e-05
2026-03-25,,0.0297464951872825,,2.862922519852873e-05
2026-03-26,,0.0295436335727572,,
2026-03-27,,,2.666675209184177e-05,-0.0004601915497914
2026-03-28,,,,
2026-03-29,,0.0332730524241924,6.212384687387384e-05,0.0005408672150224
2026-03-30,,,,
2026-03-31,,,,
2026-04-01,,0.0272989477962255,,-0.0001602515840204
2026-04-02,,,,
2026-04-03,,,,
2026-04-04,,,,
2026-04-05,,0.0176208633929491,3.172298602294177e-05,2.511950606276514e-05
2026-04-06,,,2.194445187342353e-05,-0.0001794797353795
2026-04-07,,,2.035406805589446e-05,0.0005865261646249
2026-04-08,,0.0260839015245437,1.901162522699451e-05,9.055664850166067e-05
2026-04-09,,,,
2026-04-10,,,,
2026-04-11,,,,
2026-04-12,,,,
2026-04-13,,0.0245355144143104,,
2026-04-14,,0.0229658335447311,,
2026-04-15,,0.0284785479307174,5.247038279776461e-05,0.0002367984416196
2026-04-16,,0.025291321799159,,0.0001794438139768
2026-04-17,,0.0290738390758633,,9.392176434630528e-05
2026-04-18,,0.0296177398413419,,-9.968943049898372e-05
2026-04-19,,0.0246642297133803,3.728923184098676e-05,-0.0001290721738769
2026-04-20,,0.0310131842270493,0.0001527852436993,-0.0001553817019157
2026-04-21,,0.0223138546571135,,
2026-04-22,,,,
2026-04-23,,0.028834881260991,1.0121406830876367e-05,-0.0002600806546979
2026-04-24,,0.0286059807986021,1.0965896763082128e-05,0.0002891867479775
2026-04-25,,0.0241372752934694,,
2026-04-26,,0.025233382359147,5.101778697280679e-05,0.0003186678459314
2026-04-27,,,,-0.0001814270435716
2026-04-28,,,,9.32218972593546e-05
2026-04-29,,,,
2026-04-30,,,,
2026-05-01,,0.0266526741907,3.247322092647664e-05,0.0004354610427981
2026-05-02,,,,
2026-05-03,,,,0.0001029180530167
2026-05-04,,,5.182884706300683e-05,3.142782361464924e-06
2026-05-05,,0.0175921246409416,8.213437104132026e-05,
2026-05-06,1903.7093505859373,0.0273957969620823,5.0513895985204726e-05,0.000385788080166
2026-05-07,,0.0262835267931222,3.049189217563253e-05,-5.235167918726802e-05
2026-05-08,,,5.165637412574142e-05,-0.0001322628813795
2026-05-09,,,,0.0005566106410697
2026-05-10,,0.0336588397622108,3.9192387703224085e-05,0.0001132623729063
2026-05-11,,0.0270367246121168,3.6422225093701854e-05,7.534868018410634e-07
2026-05-12,1862.1395263671875,0.016967823728919,7.381849900411908e-05,0.0002527283131712
2026-05-13,,,4.625205110642128e-05,0.0001328695652773
2026-05-14,,,,
2026-05-15,,0.0254622194916009,5.545542444451712e-05,0.0002959385965368
2026-05-16,,0.0264996252954006,,
2026-05-17,,0.0294789196923375,5.229764246905688e-05,0.0002543038663134
2026-05-18,,,2.4129001758410595e-05,0.0004900655330857
2026-05-19,,0.028471402823925,3.2125528377946466e-05,-0.0001780675229383
2026-05-20,,,1.7250460587092675e-05,0.0001415399237885
2026-05-21,,,,
2026-05-22,,0.0329275764524936,5.112206781632267e-05,-7.883345824666321e-05
2026-05-23,,0.0239152703434228,4.0873015677789226e-05,0.0001705751783447
2026-05-24,,,5.410167432273738e-05,0.0002704191429074
2026-05-25,,0.0299801137298345,,2.382632374064997e-05
2026-05-26,,,4.48784267064184e-05,-0.0002284553484059
2026-05-27,,0.0281832823529839,2.6203962988802232e-05,1.1678419753025082e-05
2026-05-28,,0.0271411864086985,5.469840107252821e-05,8.439697012363467e-05
2026-05-29,,0.0281411260366439,0.0001730057701934,0.0004511229635681
2026-05-30,,,,-7.645979894732591e-05
2026-05-31,,,7.63781281420961e-05,-0.0001894752203952
2026-06-01,,0.0275346925482153,5.345389581634663e-05,-9.13295298232697e-05
2026-06-02,,0.0301126241683959,0.0001757289355737,-6.56925913062878e-05
2026-06-03,,,0.0001207239583891,0.0002559597305662
2026-06-04,,0.0300240200012922,4.014758815173991e-05,0.0002448995655868
2026-06-05,,,3.841371290036477e-05,-9.0209625341231e-05
2026-06-06,1858.03369140625,0.023557998239994,3.017579456354724e-05,-0.0001312627864535
2026-06-07,1821.64208984375,0.0275539550930261,6.182188917591702e-05,0.0005680493122781
2026-06-08,1885.5281982421875,0.0291289398446679,0.0001547022875456,0.000335743825417
2026-06-09,,0.0310479616746306,0.0001205387889058,0.0001768235742929
2026-06-10,,0.0310717467218637,9.280368249164894e-05,0.000671401299769
2026-06-11,1905.3843994140625,,0.0001320113660767,1.9569006326491944e-05
2026-06-12,,,,
2026-06-13,,0.0186788197606802,,
2026-06-14,,0.0295934192836284,,-1.3389136483965558e-06
2026-06-15,,0.0284682344645261,5.705734292860143e-05,5.067164966021664e-05
2026-06-16,,0.0273301433771848,3.076312714256346e-05,-9.339092503068969e-05
2026-06-17,,0.0267563788220286,4.8203935875790194e-05,-4.4727602471539285e-05
2026-06-18,1845.876220703125,,0.0001195388213091,-2.127180050592869e-05
2026-06-19,1889.634033203125,,4.712036025011912e-05,8.50070819069515e-05
2026-06-20,,0.0283457785844802,,-0.000223854847718
2026-06-21,,0.0291182622313499,4.0107033782987855e-05,6.962800398468971e-07
2026-06-22,,0.0252352096140384,,
2026-06-23,,0.0296769440174102,,0.0001736476297082
2026-06-24,,0.0275385277345776,3.186772664776072e-05,9.655748726800084e-05
2026-06-25,,0.0262040821835398,5.162947127246298e-05,-0.0001287839049837
2026-06-26,,0.0274911429733037,3.4600398066686466e-05,-0.0003104571514995
2026-06-27,,0.0309762936085462,3.033310167666059e-05,0.0001173104174085
2026-06-28,1907.5274658203125,0.0291943503543734,0.0001297437775065,0.0001212924144056
2026-06-29,1901.6119384765625,0.0213917819783091,6.544875941472128e-05,0.0002485084842192
2026-06-30,1910.4226684570312,,0.0001002896970021,0.0002592870296211
2026-07-01,,0.0254211947321891,6.432638110709377e-05,4.7388182792929e-05
2026-07-02,,0.0275263730436563,7.453940997947939e-05,0.0001718086687105
2026-07-03,,0.0282197101041674,4.6385361201828346e-05,7.899800039012916e-05
2026-07-04,,0.0276878969743847,3.670712249004282e-05,0.0001335083943558
2026-07-05,,0.0243475437164306,3.723176087078173e-05,6.798105641792063e-05
2026-07-06,,0.0264467950910329,4.8355868784710765e-05,
2026-07-07,,,5.496430094353855e-05,6.774840949219652e-05
2026-07-08,1887.8681640625,0.0272728595882654,5.864201375516132e-05,5.65402333450038e-05
2026-07-09,1891.08056640625,0.0263794809579849,9.363806020701304e-05,3.9208988710015547e-05
2026-07-10,1916.4212646484373,0.0319486148655414,8.068122588156257e-05,0.0001554640330141
2026-07-11,,,9.046475315699354e-05,-0.000176195622771
2026-07-12,,0.0317397564649581,5.242495899437927e-05,4.693275695899501e-05
2026-07-13,,0.0336411707103252,3.72178956240532e-05,-0.0001478935046179
2026-07-14,,0.0291441734880208,4.202614763926249e-05,-0.0001652773144087
2026-07-15,,0.0190708767622709,,
2026-07-16,,0.0290499459952116,4.946908120473381e-05,-0.0001829629327403
2026-07-17,,0.0287603661417961,4.883371184405405e-05,-9.55467694438994e-05
2026-07-18,,,5.730714110541157e-05,0.0002065517473965
2026-07-19,,0.0300776232033967,8.165447070496157e-05,0.0004588140145642
2026-07-20,,0.0302452743053436,5.652124491462018e-05,-0.0001637939785723
2026-07-21,,,5.2412004151847214e-05,-0.0002456308357068
2026-07-22,,0.036663468927145,5.20381290698424e-05,0.0002243461931357
2026-07-23,,,6.02661330049159e-05,6.37543598713819e-05
2026-07-24,1890.4281005859373,0.0279361028224229,4.905428795609623e-05,0.000339799640642
2026-07-25,1908.77392578125,0.0304622463881969,5.748111652792432e-05,1.2011740182060748e-05
2026-07-26,1914.5906372070312,0.0267927534878253,5.735923514293973e-05,0.0004190267991361
2026-07-27,,,,
2026-07-28,,0.0322852469980716,,
2026-07-29,,,3.690103312692372e-05,-3.74755190932774e-05
2026-07-30,,0.0339379645884037,6.26248074695468e-05,8.067578892223537e-05
2026-07-31,,0.028393730521202,4.523694587987848e-05,9.492306344327515e-05
2026-08-01,,0.031004843302071,,-3.049075894523412e-05
2026-08-02,,0.0272165304049849,,0.0005446915165521
2026-08-03,,0.0261678034439682,,-6.21795843471773e-05
2026-08-04,,0.0302088614553213,3.8901871448615566e-05,5.065437744633528e-05
2026-08-05,,0.0296262176707386,4.628071474144235e-05,0.0001476794641348
2026-08-06,,0.0263124890625476,5.27234842593316e-05,-8.44539281388279e-05
2026-08-07,,0.0287534110248088,5.8187904869555496e-05,-0.0002246847852802
2026-08-08,,,5.639576920657419e-05,-0.0002124102175002
2026-08-09,,0.0266175176948308,5.579221215157304e-05,0.0004351895331637
2026-08-10,,0.0383503828197717,,7.91142092566588e-05
2026-08-11,,0.033317819237709,6.237933484953828e-05,0.0003304488345747
2026-08-12,,0.0301117300987243,6.420894351322204e-05,-1.5479305147891864e-05
2026-08-13,,0.0308809634298086,5.696746666217223e-05,-0.0007201985572464
2026-08-14,,0.0391003191471099,4.6916911742300726e-05,2.7723677703761496e-05
2026-08-15,,0.0344256199896335,8.274015272036195e-05,-3.933691914426163e-06
2026-08-16,,0.0293448446318507,3.4772849176079035e-05,-1.7836916413216386e-05
2026-08-17,1891.7693481445312,0.0316660217940807,3.306724829599261e-05,7.094110333127901e-05
2026-08-18,,0.0263260342180728,,2.7517644412000664e-05
2026-08-19,,0.0271544978022575,,
2026-08-20,,0.0242793709039688,3.0229392905312125e-05,-9.768179734237492e-05
2026-08-21,,0.0247413385659456,2.994918941112701e-05,-0.0001030248449751
2026-08-22,,0.0320468582212924,3.762491905945353e-05,-0.0001664348819758
2026-08-23,,0.0329127460718154,5.280437653709669e-05,5.968497134745121e-05
